employee_id,age,country,industry,work_mode,year,weekly_hours_worked,tasks_completed,productivity_score,sleep_hours_avg,exercise_frequency_per_week,mental_health_score,burnout_level,job_satisfaction,salary_usd
EMP049110,24,UK,Education,Remote,2020,34.2,115,100,5.4,2,100,Low,10.4,141884.26
EMP049111,57,USA,Education,On-site,2022,46.7,105,100,7.8,3,100,Medium,9.1,72887.64
EMP049112,58,Australia,Healthcare,On-site,2025,35.8,86,100,5.9,0,100,Low,9.9,35196.03
EMP049113,36,Italy,Retail,On-site,2023,51.9,95,85,4.7,1,72,Medium,7.7,101862.21
EMP049114,38,India,Tech,Hybrid,2020,52.4,85,80,4.1,2,77,High,8.6,72972.53
EMP049115,43,France,Healthcare,Hybrid,2021,51.4,96,82,4.5,2,82,Medium,8.7,124619.2
EMP049116,59,USA,Education,On-site,2021,42.7,78,87,4.2,3,97,Low,9.1,43356.18
EMP049117,42,France,Education,Hybrid,2018,52.4,92,88,7.0,6,82,High,8.6,85005.17
EMP049118,36,UK,Finance,Hybrid,2019,42.8,85,98,7.2,2,100,Low,10.8,45072.04
EMP049119,43,India,Tech,Remote,2025,58.5,94,100,8.7,3,100,High,9.3,112147.67
EMP049120,54,France,Finance,Hybrid,2023,50.9,94,85,5.2,1,99,Medium,9.1,30228.02
EMP049121,41,Germany,Education,Hybrid,2024,38.8,89,100,5.1,4,97,Low,10.6,82718.52
EMP049122,37,France,Education,Hybrid,2021,32.8,116,100,7.0,3,100,Low,9.2,74012.42
EMP049123,42,India,Education,Hybrid,2020,45.0,117,100,8.3,1,100,Medium,9.9,61939.23
EMP049124,25,Italy,Education,On-site,2020,55.0,107,94,8.5,6,99,High,9.4,39566.54
EMP049125,46,Canada,Tech,Remote,2020,32.1,98,100,7.0,4,100,Low,9.9,128352.5
EMP049126,27,UK,Retail,On-site,2022,55.2,104,100,8.0,1,100,High,10.6,65221.95
EMP049127,52,Germany,Finance,Remote,2020,40.9,92,90,4.4,4,97,Low,9.4,94361.87
EMP049128,36,UK,Finance,Remote,2020,37.7,98,100,7.7,6,100,Low,11.0,68474.4
EMP049129,33,Canada,Retail,Remote,2023,52.7,74,90,5.7,6,98,High,9.5,60563.72
EMP049130,57,USA,Healthcare,Hybrid,2025,53.2,99,92,7.3,5,100,High,10.1,108666.42
EMP049131,33,Canada,Tech,Hybrid,2023,42.5,68,84,4.1,3,79,Low,7.6,148215.71
EMP049132,31,USA,Finance,Hybrid,2023,38.0,119,100,5.7,6,92,Low,8.6,64929.16
EMP049133,56,Italy,Healthcare,Hybrid,2024,45.0,86,100,6.6,6,99,Medium,9.5,148597.82
EMP049134,28,India,Tech,Hybrid,2019,45.7,91,100,8.0,1,100,Medium,10.6,90674.18
EMP049135,21,USA,Retail,Remote,2021,55.8,71,78,4.2,6,84,High,9.0,146923.46
EMP049136,53,Germany,Retail,On-site,2019,31.7,118,100,6.4,2,100,Low,10.2,32922.47
EMP049137,38,Italy,Tech,On-site,2020,53.2,96,91,5.8,2,79,High,7.4,77094.12
EMP049138,34,Canada,Tech,Hybrid,2024,47.4,91,96,7.7,1,100,Medium,9.8,81454.07
EMP049139,42,Germany,Finance,Remote,2019,31.4,95,100,5.8,6,95,Low,9.5,133594.6
EMP049140,52,Italy,Finance,Remote,2025,33.8,77,87,4.1,0,95,Low,9.3,70787.45
EMP049141,38,Canada,Retail,Remote,2021,53.8,112,97,5.7,3,100,High,10.2,143874.78
EMP049142,42,UK,Finance,Remote,2022,38.3,114,100,7.9,2,100,Low,10.2,81590.8
EMP049143,33,UK,Finance,On-site,2021,59.3,75,91,8.6,5,100,High,10.6,31408.58
EMP049144,50,Germany,Education,Remote,2019,48.7,114,100,6.4,4,100,Medium,10.7,47174.25
EMP049145,27,Canada,Retail,Remote,2021,32.2,103,88,4.7,0,98,Low,10.5,110888.4
EMP049146,23,India,Tech,On-site,2023,58.5,111,94,8.6,6,100,High,10.0,118564.28
EMP049147,59,UK,Education,Hybrid,2022,41.5,109,93,4.9,1,95,Low,10.0,35089.89
EMP049148,57,UK,Education,On-site,2024,51.9,99,99,7.1,3,96,Medium,9.7,93147.61
EMP049149,46,USA,Finance,Hybrid,2021,54.5,98,99,9.0,4,100,High,10.4,107150.84
EMP049150,22,Australia,Education,Hybrid,2021,58.5,71,87,6.8,3,97,High,10.3,114396.77
EMP049151,56,France,Retail,Hybrid,2023,33.4,100,100,7.6,2,100,Low,10.5,116569.44
EMP049152,27,India,Education,On-site,2025,46.9,100,100,6.8,5,94,Medium,8.9,48849.51
EMP049153,28,USA,Retail,Remote,2021,48.4,91,83,5.0,1,83,Medium,8.3,42972.69
EMP049154,26,France,Healthcare,Remote,2024,37.9,119,100,4.1,5,92,Low,9.6,65434.96
EMP049155,22,Germany,Healthcare,Hybrid,2021,58.7,100,87,6.8,0,89,High,8.8,95792.42
EMP049156,44,Canada,Tech,On-site,2025,38.9,108,100,5.5,2,99,Low,9.6,79553.62
EMP049157,32,India,Finance,Remote,2019,43.5,95,90,4.3,5,92,Low,8.5,113850.9
EMP049158,34,India,Healthcare,Remote,2020,33.8,101,100,7.5,2,100,Low,9.6,87322.29
EMP049159,58,Australia,Tech,Hybrid,2019,51.1,78,98,6.7,6,94,Medium,9.2,106890.34
EMP049160,39,Canada,Finance,Remote,2021,52.1,104,100,7.3,4,100,High,9.5,141112.25
EMP049161,48,France,Finance,Hybrid,2024,46.8,119,100,6.4,6,97,Medium,10.1,34384.72
EMP049162,34,Germany,Tech,Hybrid,2021,56.7,75,90,6.0,4,100,High,10.2,35030.65
EMP049163,29,Australia,Finance,Hybrid,2023,49.1,71,77,4.5,2,75,Medium,8.0,94614.71
EMP049164,56,India,Tech,Hybrid,2022,35.5,96,100,7.1,2,100,Low,10.9,123295.95
EMP049165,24,Canada,Healthcare,On-site,2024,46.5,118,100,8.7,5,100,Medium,10.4,49290.78
EMP049166,51,India,Healthcare,Hybrid,2019,58.7,108,93,7.8,4,99,High,9.8,34028.79
EMP049167,52,Australia,Finance,On-site,2022,56.3,71,72,4.2,0,81,High,7.7,83553.19
EMP049168,48,Canada,Healthcare,On-site,2019,34.6,92,100,5.2,5,97,Low,8.9,52709.5
EMP049169,48,Germany,Tech,On-site,2021,40.6,115,100,6.9,0,100,Low,9.9,85143.98
EMP049170,56,France,Finance,On-site,2023,31.2,80,100,9.0,3,100,Low,10.7,42256.72
EMP049171,35,France,Healthcare,Hybrid,2023,44.2,76,85,5.5,3,90,Medium,9.7,114814.79
EMP049172,39,Italy,Finance,Remote,2022,56.5,96,85,6.0,2,88,High,7.9,77580.99
EMP049173,58,France,Education,Hybrid,2018,52.9,107,96,6.9,3,96,High,9.9,98953.83
EMP049174,22,UK,Tech,On-site,2022,48.4,80,93,5.9,2,92,Medium,8.5,145422.66
EMP049175,43,UK,Retail,Remote,2018,36.0,85,88,4.3,0,92,Low,9.1,57465.72
EMP049176,30,Italy,Healthcare,Remote,2020,51.3,98,90,5.5,6,92,Medium,9.3,70244.59
EMP049177,41,UK,Healthcare,Hybrid,2023,54.6,105,100,8.7,0,100,High,10.0,41706.13
EMP049178,43,Canada,Retail,On-site,2023,39.9,95,92,4.2,2,93,Low,10.1,148052.46
EMP049179,33,Italy,Healthcare,On-site,2023,54.1,67,79,5.7,4,87,High,8.9,94066.52
EMP049180,57,France,Retail,Remote,2024,52.1,102,89,7.3,0,97,High,9.0,112953.4
EMP049181,24,USA,Finance,Remote,2022,54.9,103,92,7.1,4,95,High,8.8,46857.71
EMP049182,51,France,Finance,On-site,2021,41.4,82,96,5.2,0,100,Low,10.9,38599.49
EMP049183,41,Australia,Healthcare,Remote,2020,59.2,63,78,5.0,4,68,High,7.5,81082.68
EMP049184,37,France,Finance,On-site,2020,38.3,110,98,5.6,2,98,Low,10.2,52628.72
EMP049185,37,Australia,Education,On-site,2023,51.2,107,100,7.7,1,100,Medium,10.6,72830.2
EMP049186,46,USA,Healthcare,On-site,2025,35.0,85,100,9.0,2,100,Low,9.8,56705.27
EMP049187,55,Australia,Finance,On-site,2020,37.0,81,98,7.2,0,100,Low,10.1,122660.15
EMP049188,41,USA,Tech,Hybrid,2024,32.4,112,100,5.2,2,100,Low,10.2,104307.01
EMP049189,44,India,Finance,Hybrid,2023,58.8,71,86,7.0,3,89,High,8.8,33937.16
EMP049190,40,Australia,Tech,Remote,2020,56.9,89,75,5.5,1,83,High,8.1,63207.92
EMP049191,39,UK,Finance,On-site,2023,43.6,103,93,5.2,3,92,Low,9.2,106651.6
EMP049192,56,Germany,Education,Hybrid,2024,44.2,89,81,4.0,1,80,Medium,8.1,91685.85
EMP049193,42,France,Tech,Remote,2021,43.3,99,94,5.4,3,99,Low,10.2,43746.95
EMP049194,53,Italy,Tech,Remote,2023,38.5,83,92,4.6,3,100,Low,10.2,88476.04
EMP049195,23,France,Tech,Remote,2022,40.7,78,85,4.9,5,94,Low,10.1,90063.7
EMP049196,58,USA,Education,Hybrid,2020,37.1,115,100,8.3,5,100,Low,10.4,57546.62
EMP049197,31,India,Retail,Remote,2022,38.3,99,100,8.1,1,100,Low,10.7,67247.95
EMP049198,48,France,Education,On-site,2024,50.2,114,100,6.9,4,92,Medium,9.8,65929.75
EMP049199,23,Canada,Tech,On-site,2018,54.2,93,79,5.2,3,70,High,6.4,96172.7
EMP049200,42,Australia,Retail,Hybrid,2020,39.6,91,100,8.9,3,100,Low,10.6,137477.03
EMP049201,26,Australia,Finance,Remote,2022,58.6,82,89,6.9,3,88,High,9.0,45304.79
EMP049202,36,Italy,Tech,On-site,2018,46.2,81,90,5.4,4,98,Medium,9.7,67773.35
EMP049203,48,Australia,Tech,On-site,2020,55.8,82,87,7.9,0,100,High,10.2,43003.8
EMP049204,48,Germany,Retail,On-site,2022,55.1,79,86,7.1,5,96,High,8.6,82416.55
EMP049205,46,Australia,Healthcare,Remote,2019,40.3,84,95,4.5,4,82,Low,8.9,71504.18
EMP049206,54,Canada,Tech,Hybrid,2023,52.5,85,76,5.2,0,95,High,10.1,143734.38
EMP049207,31,Canada,Retail,On-site,2024,36.2,84,96,4.6,0,90,Low,9.8,133992.39
EMP049208,40,India,Finance,On-site,2019,48.1,113,100,8.6,4,100,Medium,10.7,134694.48
EMP049209,36,Australia,Healthcare,Remote,2024,56.8,106,94,5.6,1,84,High,8.4,48785.3
EMP049210,57,India,Retail,Remote,2020,57.0,84,94,6.7,6,91,High,8.6,82588.41
EMP049211,28,Australia,Education,On-site,2019,56.9,85,82,4.9,6,80,High,7.5,103776.27
EMP049212,41,France,Healthcare,Hybrid,2021,54.4,119,100,8.9,2,100,High,9.1,109459.49
EMP049213,50,France,Education,On-site,2024,42.9,92,90,4.9,2,85,Low,7.9,49749.85
EMP049214,52,USA,Education,Hybrid,2020,46.1,71,88,4.9,1,80,Medium,7.3,106791.21
EMP049215,28,UK,Healthcare,Hybrid,2025,51.2,82,100,8.9,3,100,Medium,9.8,84795.78
EMP049216,45,Australia,Finance,Remote,2022,35.6,118,100,7.0,2,100,Low,9.2,52637.43
EMP049217,40,India,Tech,Remote,2022,59.0,90,86,4.7,0,72,High,7.7,96313.56
EMP049218,28,USA,Tech,On-site,2019,48.2,112,100,7.5,1,99,Medium,10.6,61928.86
EMP049219,36,USA,Education,Remote,2021,49.5,76,81,6.0,0,96,Medium,10.5,30469.98
EMP049220,29,Germany,Tech,Remote,2019,40.4,103,100,6.7,6,100,Low,10.8,56750.07
EMP049221,33,USA,Tech,Remote,2018,36.1,100,100,7.6,3,100,Low,10.0,125047.58
EMP049222,44,Germany,Retail,Remote,2022,38.6,87,100,7.5,2,100,Low,10.7,89465.86
EMP049223,27,Italy,Finance,On-site,2021,40.8,87,98,6.2,0,96,Low,9.2,33840.64
EMP049224,27,USA,Retail,On-site,2024,38.0,103,100,7.1,5,100,Low,10.0,96300.22
EMP049225,50,India,Retail,Remote,2022,30.6,102,100,5.2,6,100,Low,10.6,33368.31
EMP049226,30,UK,Healthcare,On-site,2020,46.1,112,100,8.5,5,100,Medium,9.1,32045.58
EMP049227,33,Italy,Finance,On-site,2025,50.7,74,89,4.9,1,85,Medium,8.3,62059.12
EMP049228,50,Italy,Healthcare,On-site,2024,30.1,80,100,6.9,5,100,Low,9.5,138786.48
EMP049229,57,USA,Tech,On-site,2021,45.2,104,100,7.8,3,100,Medium,10.2,103215.03
EMP049230,44,Germany,Education,Remote,2021,37.2,111,100,5.4,4,97,Low,10.0,38627.0
EMP049231,28,Canada,Finance,Hybrid,2025,32.0,95,100,8.6,6,100,Low,9.3,78384.73
EMP049232,25,Italy,Finance,Remote,2021,36.2,83,100,6.6,5,100,Low,10.7,141522.85
EMP049233,36,France,Retail,Remote,2021,45.6,94,96,6.9,2,100,Medium,10.6,38469.48
EMP049234,47,USA,Retail,Remote,2022,53.1,70,86,5.1,3,89,High,9.9,66136.51
EMP049235,30,UK,Education,On-site,2021,55.0,87,79,4.5,4,95,High,9.6,57590.95
EMP049236,36,India,Healthcare,Hybrid,2022,39.9,92,85,4.2,1,84,Low,8.5,63342.33
EMP049237,32,Italy,Finance,Remote,2023,37.0,76,95,4.2,3,92,Low,8.4,31029.12
EMP049238,58,Germany,Retail,Remote,2024,52.6,87,95,8.1,2,98,High,10.7,139244.35
EMP049239,59,France,Tech,Hybrid,2021,52.8,80,81,5.7,3,95,High,10.5,44285.15
EMP049240,32,UK,Finance,Remote,2022,30.1,95,100,6.9,6,100,Low,9.9,38075.79
EMP049241,29,India,Finance,On-site,2025,38.8,87,100,7.9,1,100,Low,9.7,31677.38
EMP049242,51,India,Education,Remote,2019,47.3,106,96,8.0,0,100,Medium,10.1,113710.13
EMP049243,41,Australia,Healthcare,Remote,2025,34.0,86,100,7.9,6,100,Low,9.0,43290.83
EMP049244,21,Germany,Tech,On-site,2025,34.6,102,100,6.2,5,100,Low,9.8,147926.34
EMP049245,34,UK,Finance,On-site,2024,53.8,87,98,7.9,1,95,High,10.3,105975.38
EMP049246,54,Australia,Retail,Remote,2025,35.0,115,100,7.0,3,100,Low,9.1,55336.95
EMP049247,30,Australia,Tech,On-site,2018,56.9,72,80,5.7,6,80,High,8.8,126256.35
EMP049248,24,Canada,Finance,Hybrid,2024,34.1,111,100,5.1,5,100,Low,9.6,116462.02
EMP049249,42,India,Retail,Hybrid,2025,51.9,94,100,8.2,2,100,Medium,10.1,33031.95
EMP049250,37,USA,Tech,Remote,2019,57.6,62,76,4.4,6,83,High,7.6,33964.88
EMP049251,30,Germany,Finance,Hybrid,2024,46.1,82,92,4.4,4,86,Medium,8.1,135638.5
EMP049252,34,India,Finance,Remote,2018,55.1,87,100,7.9,5,99,High,10.1,138324.7
EMP049253,32,France,Finance,Hybrid,2019,31.9,117,100,8.0,2,100,Low,9.4,41282.15
EMP049254,38,Germany,Finance,Remote,2022,54.7,74,86,5.2,1,84,High,8.6,119724.27
EMP049255,22,France,Education,Hybrid,2018,59.3,68,69,5.0,6,74,High,7.2,38472.68
EMP049256,43,UK,Healthcare,On-site,2025,58.9,93,78,4.4,4,78,High,7.0,143177.27
EMP049257,56,Canada,Tech,Hybrid,2024,59.7,89,85,5.3,4,75,High,8.5,121853.89
EMP049258,53,Germany,Finance,Hybrid,2021,55.4,75,93,6.8,0,96,High,9.6,34920.96
EMP049259,54,India,Healthcare,On-site,2022,32.7,87,97,4.8,1,95,Low,9.8,75028.67
EMP049260,35,Italy,Retail,Hybrid,2018,55.5,108,92,6.1,3,85,High,7.8,101349.9
EMP049261,53,USA,Education,Remote,2021,51.3,70,77,4.8,1,73,Medium,7.0,143998.99
EMP049262,48,Germany,Retail,Hybrid,2023,30.4,89,100,4.2,6,100,Low,9.4,84020.25
EMP049263,46,USA,Finance,Hybrid,2019,38.2,96,100,6.4,0,96,Low,9.8,46726.3
EMP049264,29,Italy,Tech,On-site,2025,30.3,74,90,5.2,2,100,Low,9.1,59285.81
EMP049265,51,India,Retail,On-site,2024,30.1,94,97,5.4,0,99,Low,9.1,137781.14
EMP049266,52,Australia,Healthcare,Hybrid,2021,51.5,92,93,5.8,5,94,Medium,9.4,32589.09
EMP049267,31,Germany,Healthcare,Remote,2025,45.1,85,100,8.6,1,100,Medium,9.5,121709.73
EMP049268,56,Germany,Healthcare,On-site,2019,45.9,74,83,4.0,3,70,Medium,7.4,45810.94
EMP049269,57,Canada,Education,Remote,2025,47.8,83,99,6.4,4,98,Medium,9.3,65426.12
EMP049270,57,India,Tech,Remote,2024,48.8,69,81,4.9,2,84,Medium,8.9,149018.8
EMP049271,40,USA,Tech,Remote,2022,58.2,81,79,4.9,2,80,High,7.0,39152.64
EMP049272,30,Germany,Education,Hybrid,2021,39.6,100,100,5.2,0,82,Low,8.7,110818.99
EMP049273,26,Canada,Healthcare,Hybrid,2021,30.8,116,100,4.5,5,98,Low,9.7,60207.43
EMP049274,41,USA,Healthcare,Hybrid,2020,33.7,105,100,7.6,3,100,Low,9.5,139919.63
EMP049275,40,Australia,Retail,On-site,2021,33.9,118,100,5.3,2,92,Low,9.3,58928.14
EMP049276,25,India,Retail,Hybrid,2021,56.5,83,97,7.3,0,96,High,9.6,42766.31
EMP049277,22,India,Tech,Remote,2022,38.8,119,100,8.7,0,100,Low,9.7,106931.61
EMP049278,36,USA,Education,On-site,2024,59.5,100,98,7.3,0,92,High,10.0,80467.16
EMP049279,22,India,Retail,Hybrid,2024,41.2,80,100,8.9,6,100,Low,10.9,46812.19
EMP049280,35,India,Education,Remote,2019,57.7,79,89,5.2,1,76,High,8.4,149708.22
EMP049281,23,UK,Education,On-site,2018,50.0,87,91,5.0,0,88,Medium,8.5,146882.94
EMP049282,50,Germany,Healthcare,Remote,2024,42.3,91,100,7.0,4,93,Low,9.0,48116.85
EMP049283,59,Italy,Retail,Remote,2025,59.7,86,100,7.8,2,93,High,10.0,100386.04
EMP049284,36,Canada,Education,Hybrid,2018,33.4,114,100,7.1,4,100,Low,9.1,57393.1
EMP049285,55,USA,Education,On-site,2024,32.9,81,100,8.8,3,100,Low,11.0,128002.91
EMP049286,34,Germany,Finance,Hybrid,2022,43.9,107,94,5.3,3,98,Low,8.9,107807.77
EMP049287,41,India,Finance,Hybrid,2018,42.8,88,93,7.1,3,96,Low,9.2,55705.68
EMP049288,52,India,Retail,On-site,2018,35.8,103,100,5.9,0,100,Low,10.9,147768.92
EMP049289,59,Australia,Finance,Remote,2020,51.1,85,93,6.4,6,100,Medium,10.5,84943.59
EMP049290,21,USA,Finance,Remote,2020,53.7,78,89,8.4,1,100,High,10.7,40583.98
EMP049291,36,India,Retail,Remote,2020,33.4,82,100,6.6,2,100,Low,9.8,50364.21
EMP049292,38,Germany,Finance,Hybrid,2021,30.9,95,100,5.8,2,100,Low,10.2,41159.32
EMP049293,49,Italy,Healthcare,Remote,2024,50.6,87,100,9.0,5,100,Medium,9.7,82538.4
EMP049294,53,Germany,Education,On-site,2023,43.7,81,100,6.9,0,100,Low,9.8,74751.57
EMP049295,53,India,Healthcare,Hybrid,2020,47.2,92,100,7.3,2,100,Medium,10.7,115988.13
EMP049296,27,Germany,Education,On-site,2019,58.6,77,82,4.5,0,74,High,7.5,139996.44
EMP049297,38,Germany,Finance,Hybrid,2020,56.5,71,81,5.8,6,91,High,9.9,42117.2
EMP049298,25,Italy,Tech,Remote,2021,55.8,90,91,6.0,1,91,High,8.6,148692.31
EMP049299,45,UK,Education,Hybrid,2020,44.7,79,92,5.5,3,86,Medium,9.5,61073.69
EMP049300,47,Canada,Education,Hybrid,2022,54.0,95,97,7.2,2,91,High,9.9,141121.71
EMP049301,45,USA,Education,Hybrid,2025,41.1,88,93,5.5,2,100,Low,10.0,63110.26
EMP049302,34,Australia,Retail,Remote,2020,54.0,117,100,7.7,5,98,High,9.5,139772.02
EMP049303,34,India,Education,Remote,2025,59.8,77,87,6.5,1,87,High,8.0,117014.47
EMP049304,34,Canada,Retail,Remote,2018,42.8,104,91,5.6,0,100,Low,10.6,38464.43
EMP049305,51,France,Retail,Remote,2024,47.5,94,100,7.3,3,100,Medium,10.6,45855.56
EMP049306,35,Germany,Retail,Hybrid,2022,33.6,107,100,6.1,5,100,Low,10.4,122880.42
EMP049307,41,UK,Education,Hybrid,2019,54.3,110,100,8.7,5,100,High,10.8,45619.65
EMP049308,29,France,Finance,Hybrid,2023,33.8,90,100,8.4,3,100,Low,10.3,86946.62
EMP049309,59,Canada,Tech,On-site,2019,45.0,93,96,4.4,5,88,Medium,9.7,52989.18
EMP049310,27,France,Finance,On-site,2020,34.8,87,100,5.2,0,96,Low,8.6,44574.75
EMP049311,58,UK,Retail,Hybrid,2024,45.7,102,90,4.3,4,91,Medium,8.3,32187.82
EMP049312,38,France,Finance,Remote,2025,34.8,113,100,5.9,0,100,Low,10.0,127520.06
EMP049313,52,Canada,Finance,Remote,2019,48.2,92,87,4.6,5,80,Medium,8.7,107432.07
EMP049314,53,Germany,Finance,On-site,2024,40.9,111,93,5.2,2,94,Low,9.5,88005.28
EMP049315,51,UK,Tech,Hybrid,2024,50.9,106,100,8.6,2,100,Medium,10.7,74189.73
EMP049316,46,Canada,Tech,On-site,2019,43.3,106,91,5.5,5,100,Low,9.7,97117.44
EMP049317,45,India,Finance,Remote,2021,45.7,89,100,7.8,6,100,Medium,10.7,121937.24
EMP049318,41,Italy,Healthcare,On-site,2024,54.4,98,83,4.0,0,78,High,7.1,143784.76
EMP049319,50,India,Education,On-site,2021,39.9,84,100,7.0,3,89,Low,8.1,93369.78
EMP049320,25,Germany,Finance,Hybrid,2020,39.3,80,100,8.2,6,100,Low,10.7,77178.53
EMP049321,44,Canada,Finance,Hybrid,2019,45.5,93,96,6.0,5,100,Medium,10.8,32318.18
EMP049322,56,UK,Tech,Hybrid,2020,37.9,83,100,7.9,3,100,Low,9.1,58541.47
EMP049323,46,USA,Education,Remote,2019,48.9,94,100,8.9,0,100,Medium,10.5,91408.68
EMP049324,55,USA,Retail,Remote,2018,40.7,98,100,8.3,3,100,Low,10.6,61466.41
EMP049325,47,Canada,Retail,Hybrid,2019,40.1,105,100,8.9,4,100,Low,9.7,30810.55
EMP049326,31,Australia,Retail,Remote,2021,42.5,87,89,5.2,2,100,Low,9.9,128725.94
EMP049327,46,Australia,Retail,Hybrid,2018,32.4,115,100,8.4,0,100,Low,9.8,62262.02
EMP049328,48,India,Healthcare,Hybrid,2023,33.2,80,90,4.3,2,93,Low,8.6,148523.91
EMP049329,42,USA,Retail,Remote,2024,41.3,101,100,8.3,6,100,Low,10.0,101573.99
EMP049330,36,Italy,Retail,Hybrid,2023,49.4,100,88,4.4,0,82,Medium,8.6,66299.48
EMP049331,55,Germany,Healthcare,Remote,2018,44.9,91,83,5.5,2,92,Medium,8.3,54221.09
EMP049332,57,France,Education,On-site,2020,51.9,101,93,7.9,4,100,Medium,9.4,79234.57
EMP049333,25,Italy,Finance,Hybrid,2019,37.6,110,96,4.3,1,86,Low,8.1,110300.88
EMP049334,49,France,Education,Remote,2022,54.4,77,85,4.9,4,81,High,8.8,70344.9
EMP049335,59,Canada,Education,Hybrid,2020,40.0,83,100,5.6,3,100,Low,10.5,114520.5
EMP049336,30,Canada,Finance,Hybrid,2019,39.1,100,100,7.4,2,100,Low,9.9,37996.26
EMP049337,37,France,Education,On-site,2019,49.2,91,87,5.7,5,93,Medium,9.7,63220.79
EMP049338,59,Canada,Finance,Hybrid,2023,43.8,98,98,6.9,0,99,Low,10.1,67675.59
EMP049339,26,France,Finance,On-site,2019,31.5,119,100,9.0,3,100,Low,9.4,39886.67
EMP049340,28,Australia,Finance,Remote,2018,33.3,84,99,4.6,1,94,Low,10.2,95176.69
EMP049341,38,Australia,Healthcare,Hybrid,2020,40.4,87,100,8.3,4,100,Low,9.6,80222.2
EMP049342,53,France,Finance,Hybrid,2020,32.1,82,100,7.3,1,100,Low,9.4,81439.84
EMP049343,56,USA,Healthcare,Remote,2024,43.8,96,100,8.6,0,100,Low,10.3,136648.13
EMP049344,24,UK,Finance,On-site,2024,48.1,99,85,5.3,6,85,Medium,8.3,35058.66
EMP049345,30,Germany,Finance,On-site,2020,36.8,82,100,8.3,5,100,Low,10.2,54339.65
EMP049346,43,Italy,Retail,Hybrid,2023,39.2,99,91,4.3,1,100,Low,10.0,135761.79
EMP049347,38,Canada,Education,Remote,2019,51.8,94,100,7.9,0,100,Medium,10.5,90509.45
EMP049348,22,Germany,Education,Hybrid,2020,35.1,117,100,6.4,6,99,Low,10.3,110641.42
EMP049349,26,India,Education,Remote,2024,55.3,93,87,6.0,1,81,High,7.4,110078.56
EMP049350,27,Australia,Healthcare,Hybrid,2020,37.7,77,96,5.9,5,100,Low,9.2,79808.48
EMP049351,41,USA,Education,Hybrid,2023,55.2,98,88,5.2,6,89,High,8.4,99544.97
EMP049352,42,France,Tech,Remote,2024,30.0,97,100,8.5,0,100,Low,9.6,50372.26
EMP049353,59,Germany,Retail,On-site,2021,44.2,114,100,8.2,1,100,Medium,9.7,86404.47
EMP049354,56,India,Retail,Remote,2022,44.7,92,100,5.5,3,96,Medium,9.6,46390.49
EMP049355,28,Germany,Tech,Remote,2020,38.0,98,91,5.1,3,100,Low,10.8,110564.19
EMP049356,44,France,Tech,Hybrid,2021,37.9,98,100,7.2,1,100,Low,9.9,30773.99
EMP049357,48,Italy,Retail,On-site,2024,50.4,90,98,7.3,1,96,Medium,10.1,78964.36
EMP049358,31,Italy,Tech,On-site,2023,56.4,96,98,8.9,5,100,High,10.6,127116.93
EMP049359,26,Italy,Tech,On-site,2018,48.4,81,93,7.0,1,100,Medium,10.5,93806.55
EMP049360,37,UK,Education,On-site,2023,33.7,83,100,6.0,5,97,Low,8.8,122760.52
EMP049361,37,UK,Finance,On-site,2025,55.2,80,88,6.9,4,93,High,10.0,135715.44
EMP049362,49,Australia,Education,Remote,2019,41.3,113,100,8.9,2,100,Low,10.7,98537.23
EMP049363,29,Australia,Tech,Hybrid,2022,57.6,72,86,6.9,5,92,High,9.5,141135.59
EMP049364,49,UK,Retail,On-site,2023,40.7,98,92,4.1,5,94,Low,8.5,111767.33
EMP049365,40,India,Education,On-site,2018,38.2,79,92,4.4,5,85,Low,9.3,57178.66
EMP049366,26,Italy,Education,On-site,2022,45.0,101,92,6.3,0,100,Medium,10.0,136684.81
EMP049367,51,Italy,Tech,On-site,2025,40.1,106,99,6.3,2,100,Low,9.8,116173.08
EMP049368,28,UK,Retail,On-site,2025,52.4,114,100,7.2,2,89,High,9.1,37950.82
EMP049369,44,Australia,Education,Remote,2020,45.6,90,99,6.4,1,98,Medium,9.6,110169.09
EMP049370,55,USA,Tech,On-site,2023,40.1,94,88,4.6,1,100,Low,10.8,119980.98
EMP049371,30,Canada,Education,Remote,2024,43.1,86,100,6.9,6,100,Low,10.4,33159.93
EMP049372,35,UK,Finance,Hybrid,2023,43.3,101,100,7.5,2,100,Low,9.3,60905.42
EMP049373,44,Italy,Tech,Remote,2023,55.1,118,100,8.1,2,100,High,9.0,95283.53
EMP049374,22,USA,Finance,Remote,2023,51.7,94,79,4.3,5,73,Medium,7.9,76977.39
EMP049375,45,India,Retail,On-site,2019,48.8,99,92,6.1,6,95,Medium,10.1,108623.54
EMP049376,33,USA,Retail,On-site,2024,48.6,74,84,4.8,1,94,Medium,9.7,92111.35
EMP049377,40,Italy,Education,Hybrid,2022,55.6,99,100,8.5,1,100,High,9.2,60769.76
EMP049378,58,Australia,Healthcare,On-site,2018,43.8,99,100,5.4,0,100,Low,9.0,79093.14
EMP049379,28,Canada,Education,Hybrid,2025,37.7,73,90,4.1,3,92,Low,9.5,130036.42
EMP049380,21,Italy,Retail,On-site,2021,35.9,103,100,6.1,5,100,Low,10.7,120493.14
EMP049381,56,France,Retail,Remote,2023,45.9,82,96,7.2,2,99,Medium,9.8,60682.86
